UNIQUE_CODE,ENGLISH_NAME,GMV_LEVEL_VOICE_PLATFORM,GMV_MONTHLY_AVERAGE_VOICE_PLATFORM_USD,STATE_CODE,ZIP_CODE,REGION,CREATED_AT,STATUS,CUISINE_TYPE (Internal),First Seen (Brizo),Population,Population Band,Population Density,Population Density Band,Median Household Income,Median Income Band,School Zone Rating
R81995,LION KING,"2. $10,000 to $29,999","$12,319",FL,33909,Southeast,2021-09-16T22:32:23Z,active,chinese,2019,31750,"20,201 - 50,000",681.2,"501 - 5,000","$73,851","$60,000 - $100,000",B
R83093,*CHOPSTICKS HOUSE*,"2. $10,000 to $29,999","$11,384",VA,20164,Southeast,2022-05-16T15:11:47Z,active,chinese,2019,41684,"20,201 - 50,000",2171.4,"501 - 5,000","$125,302","$100,001 - $150,000",B
R86673,JUMBO CHINA,"2. $10,000 to $29,999","$25,173",NC,27614,Southeast,2023-12-13T18:53:55Z,active,chinese,2019,32849,"20,201 - 50,000",468.7,101 - 500,"$125,727","$100,001 - $150,000",A
R88826,GREAT WALL,"3. $30,000 to $49,999","$32,922",PA,19033,Northeast,2018-12-24T01:06:00Z,active,unknown,2019,8826,"5,001 - 20,000",3091,"501 - 5,000","$96,689","$60,000 - $100,000",B-
R83072,^MERRY LAND^,"2. $10,000 to $29,999","$14,379",NY,11561,Northeast,2022-05-06T19:12:41Z,active,Chinese,2019,37726,"20,201 - 50,000",3732.3,"501 - 5,000","$130,046","$100,001 - $150,000",A
R83937,HONG KONG,"2. $10,000 to $29,999","$29,428",NJ,7111,Northeast,2022-12-02T00:45:24Z,active,chinese,2019,54079,"50,001+",7161.7,"5,001 - 20,000",NA,NA,D
R81581,*CHINA 1*,"2. $10,000 to $29,999","$24,544",GA,31632,Southeast,2021-04-06T20:55:21Z,active,unknown,2019,13483,"5,001 - 20,000",46.8,1 - 100,"$80,613","$60,000 - $100,000",A-
R82208,CHINA WOK,"2. $10,000 to $29,999","$13,126",FL,33068,Southeast,2021-10-09T18:44:59Z,suspended,chinese,2019,52749,"50,001+",3439.9,"501 - 5,000","$60,649","$60,000 - $100,000",B
R83189,^BAMBOO COOKHOUSE^,"1. < $10,000","$8,219",NY,12866,Northeast,2022-06-24T15:16:00Z,canceled,unknown,2019,39689,"20,201 - 50,000",228.7,101 - 500,"$96,678","$60,000 - $100,000",A
R83867,JADE DRAGON,"3. $30,000 to $49,999","$33,575",NY,10029,Northeast,2022-11-11T18:28:05Z,active,chinese,2019,76713,"50,001+",36488.9,"20,001+","$35,640","$1 - $60,000",B+
R82688,CHINA LAKE,"2. $10,000 to $29,999","$11,438",TX,75088,Southwest,2021-12-24T20:29:07Z,active,chinese,2019,26039,"20,201 - 50,000",1101.8,"501 - 5,000","$101,995","$100,001 - $150,000",A-
R86836,*HIBACHI HOUSE*,"2. $10,000 to $29,999","$27,262",NC,27215,Southeast,2024-01-17T17:42:15Z,active,chinese,2022,42331,"20,201 - 50,000",262.6,101 - 500,"$63,844","$60,000 - $100,000",B-
R81901,*NO.1 CHINA*,"1. < $10,000",$0,NC,28711,Southeast,2021-08-18T21:49:27Z,canceled,chinese,2019,13269,"5,001 - 20,000",51.3,1 - 100,"$69,922","$60,000 - $100,000",B+
R88113,TIMING KITCHEN,"2. $10,000 to $29,999","$13,263",NJ,8742,Northeast,2016-01-01T05:00:00Z,canceled,unknown,2019,24430,"20,201 - 50,000",1682.4,"501 - 5,000",NA,NA,A-
R86218,NEW CHINA,"3. $30,000 to $49,999","$47,163",TX,76148,Southwest,2023-09-26T23:00:35Z,active,chinese,2019,23993,"20,201 - 50,000",1986.7,"501 - 5,000","$88,121","$60,000 - $100,000",A-
R85296,^PEKING CHINESE FOOD^,"2. $10,000 to $29,999","$20,749",IL,60610,Midwest,2023-03-17T11:08:20Z,active,chinese,2019,40548,"20,201 - 50,000",13527.3,"5,001 - 20,000","$106,277","$100,001 - $150,000",C+
R83385,HANDY KITCHEN,"2. $10,000 to $29,999","$13,156",NC,27613,Southeast,2022-08-08T20:21:12Z,active,chinese,2019,42324,"20,201 - 50,000",664.4,"501 - 5,000","$119,278","$100,001 - $150,000",A
R88288,GOLD-IN,"1. < $10,000","$8,588",TX,76248,Southwest,2016-04-04T17:05:25Z,canceled,unknown,NA,39665,"20,201 - 50,000",1060.7,"501 - 5,000","$161,383","$150,001 - $250,000",A+
R82601,FORTUNE GARDEN,"1. < $10,000","$6,921",NY,11358,Northeast,2021-11-29T16:17:59Z,active,chinese,2019,36515,"20,201 - 50,000",7234.8,"5,001 - 20,000","$84,020","$60,000 - $100,000",B+
R83536,CHINA KING,"2. $10,000 to $29,999","$25,317",FL,34744,Southeast,2022-08-16T02:06:02Z,active,unknown,2019,57134,"50,001+",664.7,"501 - 5,000","$63,320","$60,000 - $100,000",B-
R85356,*CHINA MOON*,"2. $10,000 to $29,999","$19,456",PA,19608,Northeast,2023-04-05T05:40:13Z,active,chinese,2019,22935,"20,201 - 50,000",344.9,101 - 500,"$109,263","$100,001 - $150,000",A
R81138,*SHANGHAI II*,"2. $10,000 to $29,999","$11,608",NJ,7502,Northeast,2020-01-12T16:56:04Z,canceled,unknown,2019,16396,"5,001 - 20,000",6935.4,"5,001 - 20,000",NA,NA,C-
R82919,*MANNA*,"1. < $10,000","$3,900",MA,1107,Northeast,2022-03-16T15:26:34Z,active,chinese,2019,11562,"5,001 - 20,000",2962,"501 - 5,000",NA,NA,C
R83877,^WING ON^,"1. < $10,000","$3,664",IN,46016,Midwest,2022-11-15T02:45:06Z,active,chinese,2019,18046,"5,001 - 20,000",1094.4,"501 - 5,000","$33,720","$1 - $60,000",C
R82793,CHINA HOUSE,"2. $10,000 to $29,999","$12,340",OK,73135,Southwest,2022-01-24T21:49:36Z,active,chinese,2019,22282,"20,201 - 50,000",741.6,"501 - 5,000","$61,844","$60,000 - $100,000",B-
R82627,*LEE'S GARDEN*,"1. < $10,000",$0,CT,6062,Northeast,2021-12-11T20:00:03Z,canceled,chinese,2019,17619,"5,001 - 20,000",778.8,"501 - 5,000",NA,NA,B
R86667,HUNAN WOK,"4. $50,000 - $99,999 ","$73,750",FL,33004,Southeast,2023-12-11T21:13:16Z,active,chinese,2019,16082,"5,001 - 20,000",1086.6,"501 - 5,000","$45,836","$1 - $60,000",B
R82776,TAKEE OUTEE,"3. $30,000 to $49,999","$46,796",FL,33189,Southeast,2022-01-17T16:52:20Z,active,chinese,2019,25298,"20,201 - 50,000",1758.2,"501 - 5,000","$63,250","$60,000 - $100,000",B+
R88308,NEW JIN SHING,"1. < $10,000",$0,NY,11207,Northeast,2016-07-09T18:01:05Z,canceled,unknown,NA,91083,"50,001+",13161.5,"5,001 - 20,000","$52,569","$1 - $60,000",B+
R86976,*C & Y DRAGON*,,$0,WI,53559,Midwest,2024-02-13T16:58:15Z,onboarding,chinese,2019,6302,"5,001 - 20,000",38.2,1 - 100,"$90,548","$60,000 - $100,000",NA
R88765,HAPPY GARDEN,"3. $30,000 to $49,999","$34,579",NY,11206,Northeast,2018-10-02T15:07:12Z,active,unknown,2019,88422,"50,001+",23799.9,"20,001+","$51,507","$1 - $60,000",B+
R85383,NUMBER ONE KITCHEN,"2. $10,000 to $29,999","$19,452",OH,44273,Midwest,2023-04-14T05:38:20Z,suspended,chinese,2019,7331,"5,001 - 20,000",73,1 - 100,"$79,921","$60,000 - $100,000",B+
R86051,CHINA HOUSE,"4. $50,000 - $99,999 ","$73,027",NC,27545,Southeast,2023-08-21T19:29:04Z,active,chinese,2019,28676,"20,201 - 50,000",381.9,101 - 500,"$81,507","$60,000 - $100,000",B+
R88789,#1 CHINA,"2. $10,000 to $29,999","$12,911",NJ,8021,Northeast,2018-10-29T15:48:48Z,active,chinese,NA,44369,"20,201 - 50,000",1320.8,"501 - 5,000",NA,NA,C+
R81985,*^TOKYO EXPRESS^*,"1. < $10,000",$0,MS,39211,Southeast,2021-09-11T21:44:15Z,canceled,japanese,2019,24655,"20,201 - 50,000",773.6,"501 - 5,000","$62,908","$60,000 - $100,000",C-
R88256,JING HUI,"1. < $10,000","$4,871",NY,10039,Northeast,2016-01-01T05:00:00Z,active,unknown,2019,27854,"20,201 - 50,000",24590.9,"20,001+","$51,904","$1 - $60,000",B+
R81571,^TASTE OF CAJUN SEAFOOD^,"1. < $10,000",$442,MN,55311,Midwest,2021-03-26T15:58:20Z,canceled,unknown,2021,38362,"20,201 - 50,000",904.8,"501 - 5,000","$143,375","$100,001 - $150,000",A-
R85837,*^GOLDEN WOK OF BLOOMINGTON^*,"1. < $10,000",$0,MN,55420,Midwest,2023-07-19T14:40:06Z,suspended,Chinese,2019,21644,"20,201 - 50,000",1286.4,"501 - 5,000","$73,527","$60,000 - $100,000",B-
R85598,SHANG HAI CHINESE RESTAURANT,"4. $50,000 - $99,999 ","$70,493",NC,27253,Southeast,2023-05-19T19:29:02Z,active,chinese,NA,30573,"20,201 - 50,000",134,101 - 500,"$56,842","$1 - $60,000",B-
R86638,*^YUMMY TACO^*,"2. $10,000 to $29,999","$12,561",NY,11366,Northeast,2023-12-07T23:36:04Z,active,unknown,2019,14360,"5,001 - 20,000",5072.6,"5,001 - 20,000","$114,881","$100,001 - $150,000",B+
R83658,*NEW GREAT WALL*,"2. $10,000 to $29,999","$24,810",NJ,7071,Northeast,2022-09-19T16:31:01Z,active,chinese,2019,22298,"20,201 - 50,000",1890.8,"501 - 5,000",NA,NA,B
R86771,YIP'S GARDEN,"1. < $10,000","$6,113",NY,12182,Northeast,2023-12-29T23:05:32Z,active,chinese,2024,14432,"5,001 - 20,000",405.5,101 - 500,"$54,190","$1 - $60,000",B-
R83788,^WIN WIN EXPRESS^,"3. $30,000 to $49,999","$49,218",NH,3470,Northeast,2022-10-22T23:13:32Z,active,unknown,2019,5155,"5,001 - 20,000",22.8,1 - 100,NA,NA,C
R83982,*LUCKY EXPRESS*,"2. $10,000 to $29,999","$14,422",FL,33496,Southeast,2022-12-13T05:00:22Z,canceled,chinese,2019,22530,"20,201 - 50,000",934.6,"501 - 5,000","$98,843","$60,000 - $100,000",A
R83073,*CHINA STAR*,"1. < $10,000","$3,730",MN,55428,Midwest,2022-05-18T18:18:44Z,canceled,chinese,2019,31323,"20,201 - 50,000",1493.6,"501 - 5,000","$62,087","$60,000 - $100,000",C+
R86716,^SEAFOOD LEGEND^,"2. $10,000 to $29,999","$15,218",MD,21244,Northeast,2023-12-20T18:41:41Z,active,unknown,2021,36394,"20,201 - 50,000",1047.2,"501 - 5,000","$80,335","$60,000 - $100,000",C
R85131,GOLDEN CITY,"3. $30,000 to $49,999","$37,555",FL,32714,Southeast,2023-01-26T04:56:30Z,active,chinese,2019,37981,"20,201 - 50,000",1713.9,"501 - 5,000","$62,581","$60,000 - $100,000",A-
R85016,CHINA A GO GO VILLAGE CENTER,"1. < $10,000",$160,NV,89134,West,2023-01-26T13:54:43Z,active,chinese,2022,24363,"20,201 - 50,000",1419.8,"501 - 5,000","$76,500","$60,000 - $100,000",B+
R82896,^OISHI JAPANESE FOOD^,"4. $50,000 - $99,999 ","$61,036",MS,39307,Southeast,2022-03-04T03:55:07Z,active,japanese,NA,17051,"5,001 - 20,000",69,1 - 100,"$23,917","$1 - $60,000",B+
R81363,NEW CHINA,"3. $30,000 to $49,999","$30,815",NY,10706,Northeast,2020-12-12T19:11:49Z,canceled,unknown,2019,8493,"5,001 - 20,000",1133.2,"501 - 5,000","$161,908","$150,001 - $250,000",A+
R86552,*CHEN XING*,"2. $10,000 to $29,999","$11,403",OH,44484,Midwest,2023-11-19T15:58:33Z,suspended,chinese,2019,21347,"20,201 - 50,000",471.6,101 - 500,"$64,971","$60,000 - $100,000",B
R83753,*CHINESE FIRST WOK*,"1. < $10,000","$1,461",CT,6340,Northeast,2022-10-12T20:29:49Z,active,chinese,2019,30403,"20,201 - 50,000",512.7,"501 - 5,000",NA,NA,A-
R82055,^POKE BURRITOS^,"1. < $10,000","$5,587",NJ,7731,Northeast,2021-09-24T18:08:23Z,active,japanese,2021,38730,"20,201 - 50,000",449.9,101 - 500,NA,NA,A-
R86151,*JADE SPOON ASIAN CUISINE*,"1. < $10,000","$4,384",NY,10583,Northeast,2023-09-07T16:21:41Z,active,chinese,2019,40851,"20,201 - 50,000",1275.8,"501 - 5,000","$243,514","$150,001 - $250,000",A+
R85186,*^HOOK & REEL^*,"1. < $10,000",$0,NY,10451,Northeast,2023-02-11T11:29:52Z,canceled,unknown,2022,48136,"20,201 - 50,000",18060.2,"5,001 - 20,000","$34,316","$1 - $60,000",B+
R81695,*MING GARDEN*,"4. $50,000 - $99,999 ","$68,239",PA,18301,Northeast,2021-06-17T14:49:22Z,active,unknown,2019,29660,"20,201 - 50,000",290.1,101 - 500,"$88,374","$60,000 - $100,000",B
R82015,LUCKY STAR #1,"2. $10,000 to $29,999","$13,812",NJ,7111,Northeast,2021-09-16T23:29:03Z,active,unknown,2020,54079,"50,001+",7161.7,"5,001 - 20,000",NA,NA,D
R86023,*PANDA*,"1. < $10,000","$3,673",PA,15317,Northeast,2023-08-18T20:43:04Z,active,chinese,2019,39019,"20,201 - 50,000",329.4,101 - 500,"$102,204","$100,001 - $150,000",A
R83127,NEW PEKING,"2. $10,000 to $29,999","$26,850",NY,12068,Northeast,2022-05-30T22:05:48Z,active,chinese,2019,3238,"1 - 5,000",40.6,1 - 100,"$66,274","$60,000 - $100,000",B+
R86695,*LI LI WOK*,"2. $10,000 to $29,999","$12,384",RI,2908,Northeast,2023-12-16T02:51:24Z,active,chinese,2019,36314,"20,201 - 50,000",4436.6,"501 - 5,000",NA,NA,C-
R82566,CHINA BROTHERS,"2. $10,000 to $29,999","$16,767",FL,32825,Southeast,2021-11-14T23:16:54Z,active,chinese,2019,61289,"50,001+",823.3,"501 - 5,000","$78,321","$60,000 - $100,000",B+
R83339,CHINA EMPIRE,"3. $30,000 to $49,999","$33,846",FL,33461,Southeast,2022-08-04T15:30:15Z,active,chinese,2019,47735,"20,201 - 50,000",2558.4,"501 - 5,000","$57,762","$1 - $60,000",C+
R85099,^BEST TASTE^,"3. $30,000 to $49,999","$44,418",RI,2904,Northeast,2023-01-17T06:39:22Z,active,unknown,2019,30613,"20,201 - 50,000",2264.2,"501 - 5,000",NA,NA,C-
R85807,^CHINA GARDEN^,"3. $30,000 to $49,999","$47,954",GA,31061,Southeast,2023-07-13T18:34:08Z,active,chinese,2019,43123,"20,201 - 50,000",70.4,1 - 100,"$54,391","$1 - $60,000",C-
R86986,*NEW HONG KONG KITCHEN*,,$0,RI,2909,Northeast,2024-02-16T18:16:52Z,onboarding,chinese,2019,40809,"20,201 - 50,000",4548.8,"501 - 5,000",NA,NA,NA
R85917,CHINA UNO,"3. $30,000 to $49,999","$41,086",FL,33935,Southeast,2023-08-02T21:34:46Z,active,chinese,2019,23513,"20,201 - 50,000",26.6,1 - 100,"$47,027","$1 - $60,000",C
R88872,PANDA,"3. $30,000 to $49,999","$36,520",PA,19079,Northeast,2019-02-22T00:07:38Z,canceled,unknown,2019,9223,"5,001 - 20,000",1928.2,"501 - 5,000","$61,818","$60,000 - $100,000",C-
R83816,CHINA WOK,"3. $30,000 to $49,999","$32,306",WI,54701,Midwest,2022-10-28T18:02:53Z,active,chinese,2019,40874,"20,201 - 50,000",183.7,101 - 500,"$68,841","$60,000 - $100,000",A-
R82625,SUNNY CHINA,"3. $30,000 to $49,999","$35,434",KS,66106,Midwest,2021-12-09T22:37:04Z,canceled,unknown,2019,23785,"20,201 - 50,000",493.5,101 - 500,"$58,539","$1 - $60,000",C-
R88795,^MIN GOLD KITCHEN^,"2. $10,000 to $29,999","$13,109",NY,13219,Northeast,2018-11-02T15:00:48Z,active,unknown,NA,15107,"5,001 - 20,000",1175.9,"501 - 5,000","$82,083","$60,000 - $100,000",A-
R88569,CHINA HOUSE,"2. $10,000 to $29,999","$28,491",VA,24401,Southeast,2017-08-13T13:59:49Z,active,unknown,2019,35718,"20,201 - 50,000",103.5,101 - 500,"$60,655","$60,000 - $100,000",B-
R86131,PANDA GARDEN,"2. $10,000 to $29,999","$26,810",IA,52722,Midwest,2023-09-02T19:43:22Z,active,chinese,2019,37476,"20,201 - 50,000",545.1,"501 - 5,000","$102,036","$100,001 - $150,000",A+
R86972,*^BEST WOK^*,,$0,PA,17111,Northeast,2024-02-14T17:06:36Z,onboarding,unknown,2019,32624,"20,201 - 50,000",684,"501 - 5,000","$81,855","$60,000 - $100,000",NA
R86862,*^CAJUN SEAFOOD^*,"1. < $10,000",$0,FL,32818,Southeast,2024-01-23T15:58:25Z,active,unknown,2019,58198,"50,001+",1942.9,"501 - 5,000","$54,178","$1 - $60,000",B
R82822,^CHOPSTICKS^,"2. $10,000 to $29,999","$12,796",TX,76643,Southwest,2022-02-09T16:55:52Z,active,chinese,2019,14523,"5,001 - 20,000",697,"501 - 5,000","$75,898","$60,000 - $100,000",A+
R82767,NEW CHINA MOON,"2. $10,000 to $29,999","$18,914",MI,49015,Midwest,2022-01-13T19:18:08Z,active,chinese,2019,27465,"20,201 - 50,000",450.5,101 - 500,"$65,786","$60,000 - $100,000",B-
R85321,CHOPSTIX,"2. $10,000 to $29,999","$11,617",NV,89014,West,2023-03-24T04:34:38Z,active,chinese,2019,39430,"20,201 - 50,000",2009.5,"501 - 5,000","$69,848","$60,000 - $100,000",B+
R83696,CHINA KING,"2. $10,000 to $29,999","$11,353",MO,63080,Midwest,2022-09-28T21:33:47Z,suspended,chinese,2019,13389,"5,001 - 20,000",19.8,1 - 100,"$61,169","$60,000 - $100,000",B
R81931,*^UMI KITCHEN^*,"1. < $10,000",$0,NJ,7002,Northeast,2021-08-31T00:08:48Z,canceled,Chinese,2021,65091,"50,001+",4297.2,"501 - 5,000",NA,NA,B+
R81096,NEW GARDEN,"3. $30,000 to $49,999","$34,759",NY,10472,Northeast,2019-11-21T20:33:03Z,active,unknown,2019,67948,"50,001+",24895.4,"20,001+","$40,025","$1 - $60,000",B+
R86903,*ORIENTAL EXPRESS*,"1. < $10,000",$0,NJ,7834,Northeast,2024-01-29T19:30:13Z,active,chinese,2019,17826,"5,001 - 20,000",558.9,"501 - 5,000",NA,NA,A+
R82381,*TSING TAO HOUSE*,"2. $10,000 to $29,999","$20,003",CO,80920,West,2021-11-01T22:17:26Z,active,chinese,2019,40016,"20,201 - 50,000",1222.7,"501 - 5,000","$109,098","$100,001 - $150,000",A
R88775,FAR EAST,"2. $10,000 to $29,999","$23,892",OH,44137,Midwest,2018-10-15T15:07:12Z,active,unknown,2019,22538,"20,201 - 50,000",1681.5,"501 - 5,000","$50,236","$1 - $60,000",C-
R86129,*DRAGON 168*,,$0,GA,30127,Southeast,2023-09-01T21:00:18Z,onboarding,chinese,2019,70298,"50,001+",534.6,"501 - 5,000","$97,834","$60,000 - $100,000",NA
R82961,*BAMBOO GARDEN*,"2. $10,000 to $29,999","$15,662",NJ,7080,Northeast,2022-03-24T18:18:36Z,active,chinese,2019,23956,"20,201 - 50,000",1118.6,"501 - 5,000",NA,NA,A-
R83833,PANDA HOUSE,"2. $10,000 to $29,999","$14,915",GA,30721,Southeast,2022-11-03T03:49:06Z,active,chinese,2019,53960,"50,001+",167.8,101 - 500,"$51,775","$1 - $60,000",B
R82897,CHINA KING,"2. $10,000 to $29,999","$17,368",OH,43611,Midwest,2022-03-04T03:38:00Z,active,chinese,2019,18241,"5,001 - 20,000",1015.5,"501 - 5,000","$54,644","$1 - $60,000",C+
R86636,GREAT WALL,"4. $50,000 - $99,999 ","$59,721",PA,18109,Northeast,2023-12-08T01:56:51Z,active,chinese,2019,17794,"5,001 - 20,000",838.2,"501 - 5,000","$53,540","$1 - $60,000",C
R83899,^SICHUAN COTTAGE^,"1. < $10,000","$9,402",NJ,7746,Northeast,2022-11-22T04:25:35Z,active,unknown,2019,18233,"5,001 - 20,000",540.4,"501 - 5,000",NA,NA,A
R82869,CHINA KING,"2. $10,000 to $29,999","$18,638",MD,20657,Northeast,2022-02-25T19:18:36Z,active,chinese,2019,19226,"5,001 - 20,000",246.8,101 - 500,"$110,669","$100,001 - $150,000",B+
R82772,GREAT WALL,"2. $10,000 to $29,999","$27,179",NJ,8021,Northeast,2022-01-18T00:37:26Z,active,chinese,2019,44369,"20,201 - 50,000",1320.8,"501 - 5,000",NA,NA,C+
R81501,*CHINA WOK*,"3. $30,000 to $49,999","$40,517",MD,21212,Northeast,2021-01-30T20:04:56Z,active,unknown,2019,33431,"20,201 - 50,000",2781,"501 - 5,000","$94,014","$60,000 - $100,000",C
R85967,*CHINA GARDEN*,"1. < $10,000","$1,791",NJ,7661,Northeast,2023-08-09T20:37:31Z,active,chinese,2019,11500,"5,001 - 20,000",2428.9,"501 - 5,000",NA,NA,A+
R82552,LING'S EXPRESS,"2. $10,000 to $29,999","$22,891",FL,33511,Southeast,2021-11-14T23:18:47Z,active,chinese,NA,58833,"50,001+",1428.6,"501 - 5,000","$70,696","$60,000 - $100,000",A-
R86539,^LOTUS RESTAURANT^,"1. < $10,000","$6,953",OH,44805,Midwest,2023-11-19T14:57:26Z,active,Chinese,2019,33290,"20,201 - 50,000",83.9,1 - 100,"$60,214","$60,000 - $100,000",B
R83525,^SEVEN MOONS COVENTRY^,"1. < $10,000","$5,632",RI,2816,Northeast,2022-08-16T21:43:48Z,active,Chinese,2019,32738,"20,201 - 50,000",333.5,101 - 500,NA,NA,B
R81808,CHINA HOUSE,"3. $30,000 to $49,999","$34,542",NC,27803,Southeast,2021-08-05T23:29:27Z,active,chinese,2019,17905,"5,001 - 20,000",171.4,101 - 500,"$55,898","$1 - $60,000",C+
R83198,*PEKING GOURMET*,"3. $30,000 to $49,999","$46,553",PA,19464,Northeast,2022-06-28T22:08:10Z,active,chinese,2019,46904,"20,201 - 50,000",713.8,"501 - 5,000","$73,577","$60,000 - $100,000",B+
R85299,^FIERY CRAB BATON ROUGE - SIEGEN^,"3. $30,000 to $49,999","$44,356",LA,70809,Southeast,2023-03-18T16:13:29Z,active,unknown,2019,25616,"20,201 - 50,000",666.1,"501 - 5,000","$79,148","$60,000 - $100,000",B-
R88366,*CHINA WOK*,"2. $10,000 to $29,999","$14,348",DE,19802,Northeast,2016-12-06T02:13:11Z,active,unknown,2019,25715,"20,201 - 50,000",3129.8,"501 - 5,000","$53,907","$1 - $60,000",B+
R83372,PEKING CHINESE RESTAURANT,"2. $10,000 to $29,999","$13,712",NY,10801,Northeast,2022-08-06T17:13:51Z,active,chinese,2019,41370,"20,201 - 50,000",4674.3,"501 - 5,000","$80,945","$60,000 - $100,000",A-
R83597,CHINA RIVER,"2. $10,000 to $29,999","$18,518",IL,62629,Midwest,2022-08-31T04:27:30Z,active,chinese,2019,14597,"5,001 - 20,000",148.4,101 - 500,"$104,600","$100,001 - $150,000",A-
R81017,*WING & CHINESE*,"2. $10,000 to $29,999","$14,947",GA,30135,Southeast,2019-09-04T15:10:01Z,canceled,unknown,2019,67710,"50,001+",312.2,101 - 500,"$89,336","$60,000 - $100,000",B+
R88965,CHINA 1,"2. $10,000 to $29,999","$23,787",IL,62704,Midwest,2019-06-25T21:34:29Z,active,unknown,2019,40672,"20,201 - 50,000",1301.1,"501 - 5,000","$63,120","$60,000 - $100,000",B+
R82979,CHINA TASTE,"2. $10,000 to $29,999","$24,523",NJ,7047,Northeast,2022-03-29T16:46:03Z,active,chinese,2019,61619,"50,001+",4581.4,"501 - 5,000",NA,NA,C-
R86035,^PANDA GARDEN^,"2. $10,000 to $29,999","$27,379",SC,29045,Southeast,2023-08-20T17:38:43Z,active,chinese,2019,26482,"20,201 - 50,000",146,101 - 500,"$76,098","$60,000 - $100,000",B+
R83965,^LOBSTER KING^,"2. $10,000 to $29,999","$11,533",MS,38804,Southeast,2022-12-08T12:22:19Z,active,unknown,2023,16744,"5,001 - 20,000",79.9,1 - 100,"$61,070","$60,000 - $100,000",A-
R85373,FU XING HOUSE,"2. $10,000 to $29,999","$14,174",NY,11208,Northeast,2023-04-11T05:16:35Z,suspended,chinese,2019,101313,"50,001+",10934.1,"5,001 - 20,000","$56,298","$1 - $60,000",B+
R82616,DRAGON CITY,"2. $10,000 to $29,999","$16,746",OH,45424,Midwest,2021-12-05T16:26:42Z,active,chinese,2019,51307,"50,001+",629.1,"501 - 5,000","$77,670","$60,000 - $100,000",C
R81062,CHINA DRAGON,"2. $10,000 to $29,999","$21,955",GA,31903,Southeast,2019-10-16T15:49:43Z,canceled,unknown,2019,17922,"5,001 - 20,000",690.1,"501 - 5,000","$27,926","$1 - $60,000",C-
R86762,*DRAGON CITY*,"3. $30,000 to $49,999","$39,643",KS,67203,Midwest,2023-12-28T21:38:49Z,active,unknown,2019,29710,"20,201 - 50,000",1616.8,"501 - 5,000","$47,367","$1 - $60,000",C
R82321,HUNAN PALACE,"2. $10,000 to $29,999","$22,665",NE,68046,Midwest,2021-10-19T00:12:31Z,active,chinese,2019,28174,"20,201 - 50,000",402,101 - 500,"$111,452","$100,001 - $150,000",A-
R85535,*^THE SPOT FOOD HALL^*,,$0,MD,20746,Northeast,2023-04-28T14:44:46Z,onboarding,Chinese,2022,27041,"20,201 - 50,000",1325.9,"501 - 5,000","$78,754","$60,000 - $100,000",NA
R86756,*I WOK*,"3. $30,000 to $49,999","$32,220",IL,61874,Midwest,2023-12-26T20:17:34Z,active,chinese,2019,7982,"5,001 - 20,000",742.5,"501 - 5,000","$86,498","$60,000 - $100,000",B+
R88818,*GOLDEN SUN*,"2. $10,000 to $29,999","$14,475",IL,60491,Midwest,2018-12-17T21:00:07Z,active,unknown,2019,22735,"20,201 - 50,000",344.7,101 - 500,"$132,110","$100,001 - $150,000",A
R83389,CHINA WOK,"2. $10,000 to $29,999","$14,864",PA,17201,Northeast,2022-08-09T18:46:36Z,suspended,chinese,2019,26330,"20,201 - 50,000",536.7,"501 - 5,000","$56,478","$1 - $60,000",B-
R83863,*SUPER GOLDEN CHOPSTICKS*,"1. < $10,000",$0,NY,10004,Northeast,2022-11-10T15:23:38Z,canceled,chinese,2019,3335,"1 - 5,000",2391.1,"501 - 5,000","$232,543","$150,001 - $250,000",B+
R85265,GREAT WALL,"5. > $100,000","$109,037",MD,21632,Northeast,2023-03-07T18:57:41Z,active,chinese,2020,6078,"5,001 - 20,000",31.7,1 - 100,"$59,135","$1 - $60,000",B-
R81101,NEW CHINA,"2. $10,000 to $29,999","$15,051",OH,45410,Midwest,2019-11-29T20:30:57Z,active,unknown,2019,16446,"5,001 - 20,000",2848.2,"501 - 5,000","$44,644","$1 - $60,000",D+
R81762,^BEIJING^,"1. < $10,000","$8,582",PA,18704,Northeast,2021-07-11T21:54:12Z,active,unknown,2019,30441,"20,201 - 50,000",1174.5,"501 - 5,000","$59,867","$1 - $60,000",C+
R88723,NEW CHINA,"2. $10,000 to $29,999","$15,644",VA,23663,Southeast,2018-08-16T14:40:39Z,active,unknown,2019,13528,"5,001 - 20,000",1879.8,"501 - 5,000","$53,760","$1 - $60,000",C+
R85229,CHINA HOUSE,"1. < $10,000","$7,448",TN,37664,Southeast,2023-02-25T05:05:48Z,active,chinese,2019,27390,"20,201 - 50,000",324.2,101 - 500,"$58,977","$1 - $60,000",A
R88178,SUSHI Q,"2. $10,000 to $29,999","$18,499",NY,10461,Northeast,2016-01-01T05:00:00Z,canceled,unknown,NA,49690,"20,201 - 50,000",8012.2,"5,001 - 20,000","$64,444","$60,000 - $100,000",B+
R83298,*SILVER LAKE*,"4. $50,000 - $99,999 ","$51,379",NJ,8742,Northeast,2022-07-22T18:26:26Z,active,chinese,2019,24430,"20,201 - 50,000",1682.4,"501 - 5,000",NA,NA,A-
R82953,*YANG GARDEN*,"3. $30,000 to $49,999","$39,908",NC,28304,Southeast,2022-03-23T21:28:09Z,active,chinese,2019,36682,"20,201 - 50,000",858.6,"501 - 5,000","$54,444","$1 - $60,000",B
